report_date,market_data_as_of,entity_type,category,ticker,name,horizon_months,price_return,rank,overall_rank,within_category_rank,market_cap,market_cap_coverage,price_date
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",CTVA,Corteva,12,0.044241670123,8,28,8,52421589720,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",CVI,CVR Energy,12,0.302118171683,8,19,8,3689472983.3,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",AGCO,AGCO,12,-0.119559563031,9,35,9,6969557670.08,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",CNH,CNH Industrial,12,-0.163678877631,10,36,10,16547953475.8,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",MOS,Mosaic,12,-0.298354548277,11,38,11,7066820210.58,1,2026-08-12
2026-08-13,2026-08-12,stock,Advanced biofuels and SAF,NTOIY,Neste,24,0.547770700637,1,11,1,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",BAYRY,Bayer,24,0.774234693878,1,6,1,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",VLO,Valero Energy,24,1.33760441739,1,1,1,99697762645.9,1,2026-08-12
2026-08-13,2026-08-12,stock,Grain origination and agribusiness,ADM,Archer Daniels Midland,24,0.351126927639,1,20,1,38923055923.1,1,2026-08-12
2026-08-13,2026-08-12,stock,International ethanol,AGRO,Adecoagro,24,-0.158514492754,1,35,1,1525335200.62,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,CSX,CSX,24,0.491363907088,1,14,1,93883428793.6,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,VLO,Valero Energy,24,1.33760441739,1,1,1,99697762645.9,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",DAR,Darling Ingredients,24,0.623911930364,1,10,1,10563327197,1,2026-08-12
2026-08-13,2026-08-12,stock,Advanced biofuels and SAF,CVX,Chevron,24,0.358767019144,2,19,2,403619489658,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",VMI,Valmont Industries,24,0.75475258099,2,7,2,9349921875.14,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",CASY,Casey's General Stores,24,1.23848780748,2,2,2,30941658841.1,1,2026-08-12
2026-08-13,2026-08-12,stock,Grain origination and agribusiness,ANDE,The Andersons,24,0.345846153846,2,21,2,2301165356.1,1,2026-08-12
2026-08-13,2026-08-12,stock,International ethanol,CSAN,Cosan,24,-0.746785361029,2,38,2,2504672704.64,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,GATX,GATX,24,0.296101083032,2,22,2,6219339017.28,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,REX,REX American Resources,24,0.903331156107,2,4,2,1444977688.66,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",ADM,Archer Daniels Midland,24,0.351126927639,2,20,2,38923055923.1,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",DE,Deere,24,0.663410182775,3,9,3,156733767078,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",MPC,Marathon Petroleum,24,1.02931064623,3,3,3,101307533252,1,2026-08-12
2026-08-13,2026-08-12,stock,Grain origination and agribusiness,BG,Bunge,24,0.174091195629,3,25,3,21901580022,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,UNP,Union Pacific,24,0.191602434077,3,24,3,179291985296,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,ADM,Archer Daniels Midland,24,0.351126927639,3,20,3,38923055923.1,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",TSN,Tyson Foods,24,-0.105752283288,3,34,3,20597978527.6,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",YARIY,Yara International,24,0.542738012509,4,12,4,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",DINO,HF Sinclair,24,0.86016500952,4,5,4,16821907792.4,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,CP,Canadian Pacific Kansas City,24,0.168705081326,4,26,4,83020241914.6,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,ANDE,The Andersons,24,0.345846153846,4,21,4,2301165356.1,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",INGR,Ingredion,24,-0.213299969669,4,37,4,6757305349.85,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",CF,CF Industries,24,0.499000749438,5,13,5,18012264232.6,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",PSX,Phillips 66,24,0.703905128786,5,8,5,96678777737.6,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,GBX,Greenbrier,24,-0.0204609088951,5,31,5,1407755713,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,GPRE,Green Plains,24,0.123420074349,5,28,5,1123628107.84,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",NTR,Nutrien,24,0.43547008547,6,17,6,33643310217,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",CVI,CVR Energy,24,0.439014373717,6,15,6,3689472983.3,1,2026-08-12
2026-08-13,2026-08-12,stock,Logistics,TRN,Trinity Industries,24,-0.0963704630788,6,33,6,2359810175.32,1,2026-08-12
2026-08-13,2026-08-12,stock,U.S. ethanol and process technology,NVZMY,Novonesis,24,-0.025182038835,6,32,6,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",CTVA,Corteva,24,0.409141791045,7,18,7,52421589720,1,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",SUN,Sunoco LP,24,0.436858120959,7,16,7,14487140849.6,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",BASFY,BASF,24,0.226988754686,8,23,8,,0,2026-08-12
2026-08-13,2026-08-12,stock,"Fuel blending, refining, and retail",MUSA,Murphy USA,24,0.0715293287881,8,30,8,10444448379.3,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",AGCO,AGCO,24,0.144096439838,9,27,9,6969557670.08,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",CNH,CNH Industrial,24,0.0960163432074,10,29,10,16547953475.8,1,2026-08-12
2026-08-13,2026-08-12,stock,"Crop inputs, equipment, and irrigation",MOS,Mosaic,24,-0.170946441673,11,36,11,7066820210.58,1,2026-08-12
2026-08-13,2026-08-12,stock,"Wet milling, ingredients, and co-products",JBS,JBS,24,,,,,45228750792.5,0,2026-08-12
